"league","season","stage","home_team","away_team","home_team_goal","away_team_goal","result","whh","whd","wha","sjh","sjd","sja","home_bet_avg_prct","draw_bet_avg_prct","away_bet_avg_prct","wh_prediction","sj_prediction","buildupplayspeed_h","buildupplayspeed_a","buildupplayspeedclass_h","buildupplayspeedclass_a","buildupplaydribbling_h","buildupplaydribbling_a","buildupplaypassing_h","buildupplaypassing_a","buildupplaypassingclass_h","buildupplaypassingclass_a","buildupplaypositioningclass_h","buildupplaypositioningclass_a","chancecreationpassing_h","chancecreationpassing_a","chancecreationpassingclass_h","chancecreationpassingclass_a","chancecreationcrossing_h","chancecreationcrossing_a","chancecreationcrossingclass_h","chancecreationcrossingclass_a","chancecreationshooting_h","chancecreationshooting_a","chancecreationshootingclass_h","chancecreationshootingclass_a","chancecreationpositioningclass_h","chancecreationpositioningclass_a","defencepressure_h","defencepressure_a","defencepressureclass_h","defencepressureclass_a","defenceaggression_h","defenceaggression_a","defenceaggressionclass_h","defenceaggressionclass_a","defenceteamwidth_h","defenceteamwidth_a","defenceteamwidthclass_h","defenceteamwidthclass_a","defencedefenderlineclass_h","defencedefenderlineclass_a","player_1","age_player_1","height_player_1","weight_player_1*0.45","player_2","age_player_2","height_player_2","weight_player_2*0.45","home_player_3","age_player_3","height_player_3","weight_player_3*0.45","home_player_4","age_player_4","height_player_4","weight_player_4*0.45","home_player_5","age_player_5","height_player_5","weight_player_5*0.45","home_player_6","age_player_6","height_player_6","weight_player_6*0.45","home_player_7","age_player_7","height_player_7","weight_player_7*0.45","home_player_8","age_player_8","height_player_8","weight_player_8*0.45","home_player_9","age_player_9","height_player_9","weight_player_9*0.45","home_player_10","age_player_10","height_player_10","weight_player_10*0.45","home_player_11","age_player_11","height_player_11","weight_player_11*0.45","player_1_a","age_player_1_a","height_player_1_a","weight_player_1_a*0.45","player_2_a","age_player_2_a","height_player_2_a","weight_player_2_a*0.45","home_player_3_a","age_player_3_a","height_player_3_a","weight_player_3_a*0.45","home_player_4_a","age_player_4_a","height_player_4_a","weight_player_4_a*0.45","home_player_5_a","age_player_5_a","height_player_5_a","weight_player_5_a*0.45","home_player_6_a","age_player_6_a","height_player_6_a","weight_player_6_a*0.45","home_player_7_a","age_player_7_a","height_player_7_a","weight_player_7_a*0.45","home_player_8_a","age_player_8_a","height_player_8_a","weight_player_8_a*0.45","home_player_9_a","age_player_9_a","height_player_9_a","weight_player_9_a*0.45","home_player_10_a","age_player_10_a","height_player_10_a","weight_player_10_a*0.45","home_player_11_a","age_player_11_a","height_player_11_a","weight_player_11_a*0.45"
England Premier League,"2012/2013",15,West Ham United,Chelsea,3,1,home win,3.8,3.3,2,4,3.6,1.91,25.64,28.99,51.15,no prediction,no prediction,77,67,Fast,Fast,37,41,57,36,Mixed,Mixed,Organised,Organised,68,41,Risky,Normal,73,34,Lots,Normal,29,44,Little,Normal,Organised,Organised,30,39,Deep,Medium,37,41,Press,Press,41,46,Normal,Normal,Cover,Cover,Jussi Jaaskelainen,37,190.5,79.2,Guy Demel,31,187.96,87.3,James Collins,29,193.04,89.10000000000001,Winston Reid,24,190.5,86.4,Joey O'Brien,26,180.34,69.3,James Tomkins,23,190.5,73.35000000000001,Mark Noble,25,180.34,75.60000000000001,Gary O'Neil,29,172.72,60.300000000000004,Kevin Nolan,30,182.88,87.3,Matt Jarvis,26,170.18,71.55,Carlton Cole,29,190.5,87.3,Petr Cech,30,195.58,89.10000000000001,Cesar Azpilicueta,23,177.8,74.25,Branislav Ivanovic,28,185.42,90.45,Gary Cahill,27,193.04,85.5,Ashley Cole,32,175.26,65.7,Ramires,25,180.34,69.3,John Obi Mikel,25,187.96,82.35000000000001,Victor Moses,22,177.8,84.15,Juan Mata,24,170.18,62.550000000000004,Eden Hazard,21,172.72,73.35000000000001,Fernando Torres,28,185.42,77.4
England Premier League,"2012/2013",16,Arsenal,West Bromwich Albion,2,0,home win,1.57,3.8,6,1.5,4.33,6.5,65.15,24.6,16.0,home,home,59,62,Balanced,Balanced,51,32,30,51,Short,Mixed,Organised,Organised,28,53,Safe,Normal,44,50,Normal,Normal,46,60,Normal,Normal,Free Form,Organised,51,41,Medium,Medium,44,40,Press,Press,52,49,Normal,Normal,Cover,Cover,Wojciech Szczesny,22,195.58,83.25,Bacary Sagna,29,175.26,71.55,Per Mertesacker,28,198.12,89.10000000000001,Thomas Vermaelen,27,182.88,79.2,Kieran Gibbs,23,177.8,69.3,Mikel Arteta,30,175.26,63.45,Jack Wilshere,20,172.72,67.5,Alex Oxlade-Chamberlain,19,175.26,69.3,Santi Cazorla,28,167.64,65.7,Gervinho,25,177.8,65.7,Olivier Giroud,26,193.04,87.3,Boaz Myhill,30,190.5,91.35000000000001,Steven Reid,31,180.34,86.4,Gareth McAuley,33,195.58,88.2,Jonas Olsson,29,193.04,83.25,Liam Ridgewell,28,187.96,78.3,Chris Brunt,28,187.96,84.15,Youssuf Mulumbu,25,177.8,75.60000000000001,James Morrison,26,177.8,63.45,Zoltan Gera,33,182.88,74.25,Peter Odemwingie,31,182.88,73.35000000000001,Shane Long,25,180.34,80.55
England Premier League,"2012/2013",16,Aston Villa,Stoke City,0,0,draw,2.5,3.2,2.8,2.4,3.25,3.13,40.82,31.01,33.73,no prediction,no prediction,63,48,Balanced,Balanced,37,41,54,49,Mixed,Mixed,Organised,Organised,60,51,Normal,Normal,48,59,Normal,Normal,38,49,Normal,Normal,Organised,Organised,35,44,Medium,Medium,44,37,Press,Press,54,51,Normal,Normal,Cover,Cover,Brad Guzan,28,193.04,94.05,Chris Herd,23,172.72,75.60000000000001,Ciaran Clark,23,187.96,75.60000000000001,Nathan Baker,21,187.96,81.45,Matthew Lowton,23,180.34,77.4,Ashley R. Westwood,22,170.18,66.60000000000001,Barry Bannan,23,170.18,60.300000000000004,Brett Holman,28,177.8,74.25,Eric Lichaj,24,177.8,79.2,Christian Benteke,22,190.5,82.35000000000001,Gabriel Agbonlahor,26,180.34,78.3,Asmir Begovic,25,200.66,82.35000000000001,Ryan Shotton,24,190.5,83.25,Geoff Cameron,27,190.5,83.25,Ryan Shawcross,25,190.5,75.60000000000001,Robert Huth,28,190.5,87.3,Jonathan Walters,29,182.88,78.3,Dean Whitehead,30,182.88,76.5,Steven Nzonzi,24,190.5,74.25,Glenn Whelan,28,180.34,79.2,Matthew Etherington,31,177.8,63.45,Kenwyne Jones,28,187.96,84.15
England Premier League,"2012/2013",16,Everton,Tottenham Hotspur,2,1,home win,1.95,3.5,3.6,2.05,3.5,3.6,50.0,28.57,27.78,no prediction,no prediction,43,47,Balanced,Balanced,45,46,40,40,Mixed,Mixed,Organised,Organised,39,41,Normal,Normal,33,41,Little,Normal,63,63,Normal,Normal,Organised,Organised,52,63,Medium,Medium,58,54,Press,Press,59,56,Normal,Normal,Cover,Cover,Tim Howard,33,190.5,87.3,Seamus Coleman,24,177.8,76.5,Phil Jagielka,30,182.88,82.35000000000001,Sylvain Distin,35,193.04,87.3,Leighton Baines,28,170.18,69.3,Kevin Mirallas,25,182.88,69.3,Darron Gibson,25,180.34,79.2,Leon Osman,31,172.72,63.45,Steven Pienaar,30,170.18,65.7,Marouane Fellaini,25,193.04,84.15,Nikica Jelavic,27,187.96,83.25,Hugo Lloris,26,187.96,77.4,Kyle Walker,22,177.8,69.3,Steven Caulker,21,190.5,76.5,William Gallas,35,182.88,82.35000000000001,Jan Vertonghen,25,187.96,85.5,Aaron Lennon,25,165.1,62.550000000000004,Sandro,23,187.96,74.25,Moussa Dembele,25,185.42,81.45,Clint Dempsey,29,185.42,83.25,Emmanuel Adebayor,28,190.5,81.45,Jermain Defoe,30,170.18,69.3
England Premier League,"2012/2013",16,Fulham,Newcastle United,2,1,home win,1.95,3.5,3.8,1.91,3.6,4,51.81,28.17,25.64,no prediction,no prediction,52,58,Balanced,Balanced,34,45,48,49,Mixed,Mixed,Organised,Organised,39,47,Normal,Normal,54,54,Normal,Normal,59,46,Normal,Normal,Organised,Organised,29,41,Deep,Medium,30,39,Contain,Press,39,51,Normal,Normal,Cover,Cover,Mark Schwarzer,40,193.04,94.05,Sascha Riether,29,175.26,69.3,Aaron Hughes,33,182.88,69.3,Brede Hangeland,31,195.58,91.35000000000001,John Arne Riise,32,187.96,81.45,Damien Duff,33,177.8,74.25,Steve Sidwell,30,177.8,79.2,Chris Baird,30,180.34,73.35000000000001,Alex Kacaniklic,21,180.34,71.55,Dimitar Berbatov,31,187.96,74.25,Hugo Rodallega,27,180.34,71.55,Tim Krul,24,193.04,81.45,Danny Simpson,25,177.8,76.5,Fabricio Coloccini,30,182.88,82.35000000000001,Mike Williamson,29,193.04,91.35000000000001,Davide Santon,21,185.42,82.35000000000001,Vurnon Anita,23,167.64,64.35000000000001,Cheik Tiote,26,180.34,85.5,Jonas Gutierrez,29,182.88,72.45,Papiss Cisse,27,182.88,72.45,Demba Ba,27,187.96,84.15,Hatem Ben Arfa,25,177.8,73.35000000000001
England Premier League,"2012/2013",16,Manchester City,Manchester United,2,3,away win,2.3,3,3.4,2.2,3.5,3.2,44.44,30.77,30.3,no prediction,no prediction,59,38,Balanced,Balanced,35,42,29,44,Short,Mixed,Free Form,Organised,38,49,Normal,Normal,36,44,Normal,Normal,24,40,Little,Normal,Free Form,Organised,48,54,Medium,Medium,47,53,Press,Press,54,56,Normal,Normal,Cover,Cover,Joe Hart,25,195.58,90.45,Pablo Zabaleta,27,177.8,75.60000000000001,Vincent Kompany,26,193.04,84.15,Matija Nastasic,19,187.96,82.35000000000001,Gael Clichy,27,175.26,64.35000000000001,Gareth Barry,31,182.88,78.3,Yaya Toure,29,187.96,89.10000000000001,David Silva,26,170.18,66.60000000000001,Sergio Aguero,24,172.72,73.35000000000001,Samir Nasri,25,175.26,74.25,Mario Balotelli,22,187.96,87.3,David De Gea,22,193.04,81.45,Rafael,22,175.26,68.4,Rio Ferdinand,34,193.04,85.5,Jonny Evans,24,187.96,76.5,Patrice Evra,31,175.26,73.35000000000001,Antonio Valencia,27,180.34,77.4,Michael Carrick,31,187.96,73.35000000000001,Tom Cleverley,23,175.26,66.60000000000001,Ashley Young,27,175.26,64.35000000000001,Wayne Rooney,27,175.26,82.35000000000001,Robin van Persie,29,187.96,70.65
England Premier League,"2012/2013",16,Southampton,Reading,1,0,home win,1.95,3.3,4,1.91,3.6,4,51.81,28.99,25.0,no prediction,no prediction,52,44,Balanced,Balanced,31,36,46,64,Mixed,Mixed,Organised,Organised,42,62,Normal,Normal,54,65,Normal,Normal,30,42,Little,Normal,Organised,Organised,50,51,Medium,Medium,65,47,Press,Press,44,52,Normal,Normal,Cover,Cover,Kelvin Davis,36,185.42,81.45,Nathaniel Clyne,21,175.26,66.60000000000001,Jose Fonte,29,187.96,80.55,Maya Yoshida,24,187.96,77.4,Luke Shaw,17,185.42,74.25,Morgan Schneiderlin,23,180.34,74.25,Jack Cork,23,185.42,68.4,Jason Puncheon,26,172.72,70.65,Jay Rodriguez,23,185.42,69.3,Adam Lallana,24,172.72,72.45,Rickie Lambert,30,187.96,76.5,Adam Federici,27,187.96,89.10000000000001,Shaun Cummings,23,182.88,75.60000000000001,Adrian Mariappa,26,177.8,80.55,Sean Morrison,21,193.04,83.25,Nicky Shorey,31,175.26,66.60000000000001,Hal Robson-Kanu,23,182.88,82.35000000000001,Mikele Leigertwood,30,187.96,77.4,Jay Tabb,28,170.18,63.45,Jobi McAnuff,31,177.8,72.45,Adam Le Fondre,26,175.26,72.45,Jason Roberts,34,185.42,91.35000000000001
England Premier League,"2012/2013",16,Sunderland,Chelsea,1,3,away win,4.8,3.4,1.8,4.5,3.6,1.8,21.51,28.57,55.56,away,away,43,67,Balanced,Fast,43,41,51,36,Mixed,Mixed,Organised,Organised,59,41,Normal,Normal,50,34,Normal,Normal,55,44,Normal,Normal,Organised,Organised,47,39,Medium,Medium,45,41,Press,Press,49,46,Normal,Normal,Cover,Cover,Simon Mignolet,24,193.04,86.4,Phil Bardsley,27,180.34,73.35000000000001,John O'Shea,31,190.5,83.25,Carlos Cuellar,31,190.5,83.25,Danny Rose,22,172.72,71.55,Sebastian Larsson,27,177.8,69.3,Craig Gardner,26,175.26,80.55,James McClean,23,180.34,69.3,Adam Johnson,25,175.26,62.550000000000004,Stephane Sessegnon,28,167.64,74.25,Connor Wickham,19,187.96,89.10000000000001,Petr Cech,30,195.58,89.10000000000001,Branislav Ivanovic,28,185.42,90.45,David Luiz,25,187.96,83.25,Gary Cahill,27,193.04,85.5,Ashley Cole,32,175.26,65.7,Ramires,25,180.34,69.3,Oriol Romeu,21,182.88,82.35000000000001,Victor Moses,22,177.8,84.15,Juan Mata,24,170.18,62.550000000000004,Eden Hazard,21,172.72,73.35000000000001,Fernando Torres,28,185.42,77.4
England Premier League,"2012/2013",16,Swansea City,Norwich City,3,4,away win,1.85,3.3,4.5,1.83,3.6,4.33,54.35,28.99,22.65,home,home,45,45,Balanced,Balanced,44,38,42,55,Mixed,Mixed,Organised,Organised,34,46,Normal,Normal,36,54,Normal,Normal,55,47,Normal,Normal,Free Form,Organised,31,38,Deep,Medium,47,39,Press,Press,42,51,Normal,Normal,Cover,Cover,Gerhard Tremmel,34,190.5,85.5,Angel Rangel,30,180.34,81.45,Chico,25,187.96,74.25,Ashley Williams,28,182.88,90.45,Ben Davies,19,180.34,70.65,Jonathan De Guzman,25,172.72,69.3,Sung-Yueng Ki,23,185.42,74.25,Nathan Dyer,25,167.64,61.65,Michu,26,185.42,79.2,Wayne Routledge,27,170.18,76.5,Daniel Graham,27,182.88,86.4,Mark Bunn,28,182.88,77.4,Steven Whittaker,28,185.42,86.4,Russell Martin,26,182.88,72.45,Sebastien Bassong,26,187.96,72.45,Javier Garrido,27,177.8,75.60000000000001,Robert Snodgrass,25,182.88,76.5,Jonathan Howson,24,180.34,76.5,Bradley Johnson,25,177.8,67.5,Anthony Pilkington,24,180.34,80.55,Wesley Hoolahan,30,167.64,70.65,Grant Holt,31,182.88,78.3
England Premier League,"2012/2013",16,West Ham United,Liverpool,2,3,away win,3,3,2.5,3,3.3,2.4,33.0,31.75,40.82,no prediction,no prediction,77,66,Fast,Balanced,37,60,57,45,Mixed,Mixed,Organised,Organised,68,34,Risky,Normal,73,34,Lots,Normal,29,46,Little,Normal,Organised,Organised,30,51,Deep,Medium,37,52,Press,Press,41,61,Normal,Normal,Cover,Cover,Jussi Jaaskelainen,37,190.5,79.2,Guy Demel,31,187.96,87.3,Winston Reid,24,190.5,86.4,James Collins,29,193.04,89.10000000000001,Joey O'Brien,26,180.34,69.3,Mark Noble,25,180.34,75.60000000000001,Mohamed Diame,25,185.42,79.2,Matthew Taylor,31,177.8,72.45,Kevin Nolan,30,182.88,87.3,Matt Jarvis,26,170.18,71.55,Carlton Cole,29,190.5,87.3,Pepe Reina,30,187.96,91.35000000000001,Glen Johnson,28,182.88,69.3,Martin Skrtel,28,190.5,80.55,Daniel Agger,28,190.5,83.25,Jose Enrique,26,182.88,75.60000000000001,Joe Allen,22,167.64,61.65,Lucas Leiva,25,177.8,72.45,Stewart Downing,28,180.34,64.35000000000001,Steven Gerrard,32,182.88,82.35000000000001,Raheem Sterling,18,170.18,68.4,Jonjo Shelvey,20,182.88,82.35000000000001
England Premier League,"2012/2013",16,Wigan Athletic,Queens Park Rangers,2,2,draw,2.45,3.1,3,2.4,3.3,3,41.24,31.25,33.0,no prediction,no prediction,51,30,Balanced,Slow,37,39,56,61,Mixed,Mixed,Organised,Organised,52,53,Normal,Normal,59,53,Normal,Normal,40,60,Normal,Normal,Organised,Organised,62,50,Medium,Medium,48,44,Press,Press,44,54,Normal,Normal,Cover,Cover,Ali Al-Habsi,31,193.04,78.3,Emmerson Boyce,33,182.88,70.65,David Jones,28,182.88,79.2,Piscu,25,182.88,86.4,Ronnie Stam,28,177.8,69.3,James McCarthy,22,180.34,71.55,James McArthur,25,177.8,63.45,Jean Beausejour,28,177.8,82.35000000000001,Jordi Gomez,27,177.8,73.35000000000001,Franco Di Santo,23,193.04,87.3,Arouna Kone,29,182.88,80.55,Robert Green,32,190.5,92.25,Jose Bosingwa,30,182.88,69.3,Ryan Nelsen,35,182.88,89.10000000000001,Clint Hill,34,182.88,72.45,Armand Traore,23,182.88,81.45,Samba Diakite,23,185.42,75.60000000000001,Shaun Derry,35,182.88,81.45,Stephane M'Bia,26,187.96,81.45,Shaun Wright-Phillips,31,165.1,63.45,Jamie Mackie,27,172.72,70.65,Adel Taarabt,23,180.34,77.4
England Premier League,"2012/2013",17,Chelsea,Southampton,2,2,draw,1.25,5.5,12,1.25,5.8,12,80.0,17.7,8.0,home,home,67,52,Fast,Balanced,41,31,36,46,Mixed,Mixed,Organised,Organised,41,42,Normal,Normal,34,54,Normal,Normal,44,30,Normal,Little,Organised,Organised,39,50,Medium,Medium,41,65,Press,Press,46,44,Normal,Normal,Cover,Cover,Petr Cech,31,195.58,89.10000000000001,Cesar Azpilicueta,24,177.8,74.25,Gary Cahill,28,193.04,85.5,David Luiz,26,187.96,83.25,Ashley Cole,33,175.26,65.7,Ramires,26,180.34,69.3,Frank Lampard,35,182.88,88.2,Oscar,22,177.8,66.60000000000001,Juan Mata,25,170.18,62.550000000000004,Eden Hazard,22,172.72,73.35000000000001,Demba Ba,28,187.96,84.15,Artur Boruc,33,193.04,86.4,Nathaniel Clyne,22,175.26,66.60000000000001,Maya Yoshida,25,187.96,77.4,Jos Hooiveld,30,193.04,82.35000000000001,Luke Shaw,18,185.42,74.25,Jack Cork,24,185.42,68.4,Steven Davis,28,172.72,71.55,Morgan Schneiderlin,24,180.34,74.25,Jason Puncheon,27,172.72,70.65,Jay Rodriguez,24,185.42,69.3,Guilherme Do Prado,32,187.96,78.3
England Premier League,"2012/2013",17,Liverpool,Aston Villa,1,3,away win,1.33,4.75,8.5,1.36,4.5,9,74.35,21.62,11.43,home,home,66,63,Balanced,Balanced,60,37,45,54,Mixed,Mixed,Organised,Organised,34,60,Normal,Normal,34,48,Normal,Normal,46,38,Normal,Normal,Organised,Organised,51,35,Medium,Medium,52,44,Press,Press,61,54,Normal,Normal,Cover,Cover,Pepe Reina,30,187.96,91.35000000000001,Glen Johnson,28,182.88,69.3,Martin Skrtel,28,190.5,80.55,Daniel Agger,28,190.5,83.25,Stewart Downing,28,180.34,64.35000000000001,Steven Gerrard,32,182.88,82.35000000000001,Lucas Leiva,25,177.8,72.45,Joe Allen,22,167.64,61.65,Jonjo Shelvey,20,182.88,82.35000000000001,Luis Suarez,25,182.88,84.15,Raheem Sterling,18,170.18,68.4,Brad Guzan,28,193.04,94.05,Matthew Lowton,23,180.34,77.4,Nathan Baker,21,187.96,81.45,Ciaran Clark,23,187.96,75.60000000000001,Eric Lichaj,24,177.8,79.2,Ashley R. Westwood,22,170.18,66.60000000000001,Chris Herd,23,172.72,75.60000000000001,Brett Holman,28,177.8,74.25,Barry Bannan,23,170.18,60.300000000000004,Christian Benteke,22,190.5,82.35000000000001,Andreas Weimann,21,177.8,75.60000000000001
England Premier League,"2012/2013",17,Manchester United,Sunderland,3,1,home win,1.2,6,12,1.2,6.5,15,83.33,16.0,7.0,home,home,38,43,Balanced,Balanced,42,43,44,51,Mixed,Mixed,Organised,Organised,49,59,Normal,Normal,44,50,Normal,Normal,40,55,Normal,Normal,Organised,Organised,54,47,Medium,Medium,53,45,Press,Press,56,49,Normal,Normal,Cover,Cover,David De Gea,22,193.04,81.45,Phil Jones,20,185.42,70.65,Rio Ferdinand,34,193.04,85.5,Chris Smalling,23,193.04,89.10000000000001,Patrice Evra,31,175.26,73.35000000000001,Antonio Valencia,27,180.34,77.4,Tom Cleverley,23,175.26,66.60000000000001,Michael Carrick,31,187.96,73.35000000000001,Ashley Young,27,175.26,64.35000000000001,Wayne Rooney,27,175.26,82.35000000000001,Robin van Persie,29,187.96,70.65,Simon Mignolet,24,193.04,86.4,Carlos Cuellar,31,190.5,83.25,Titus Bramble,31,185.42,85.5,John O'Shea,31,190.5,83.25,Jack Colback,23,175.26,69.3,Adam Johnson,25,175.26,62.550000000000004,Sebastian Larsson,27,177.8,69.3,Craig Gardner,26,175.26,80.55,James McClean,23,180.34,69.3,Stephane Sessegnon,28,167.64,74.25,Steven Fletcher,25,185.42,75.60000000000001
England Premier League,"2012/2013",17,Newcastle United,Manchester City,1,3,away win,5.5,3.6,1.62,5.8,4,1.57,17.7,26.32,62.7,away,away,58,59,Balanced,Balanced,45,35,49,29,Mixed,Short,Organised,Free Form,47,38,Normal,Normal,54,36,Normal,Normal,46,24,Normal,Little,Organised,Free Form,41,48,Medium,Medium,39,47,Press,Press,51,54,Normal,Normal,Cover,Cover,Tim Krul,24,193.04,81.45,Danny Simpson,25,177.8,76.5,Fabricio Coloccini,30,182.88,82.35000000000001,Mike Williamson,29,193.04,91.35000000000001,Davide Santon,21,185.42,82.35000000000001,Papiss Cisse,27,182.88,72.45,James Perch,27,180.34,79.2,Cheik Tiote,26,180.34,85.5,Vurnon Anita,23,167.64,64.35000000000001,Jonas Gutierrez,29,182.88,72.45,Demba Ba,27,187.96,84.15,Joe Hart,25,195.58,90.45,Pablo Zabaleta,27,177.8,75.60000000000001,Kolo Toure,31,177.8,75.60000000000001,Matija Nastasic,19,187.96,82.35000000000001,Gael Clichy,27,175.26,64.35000000000001,Samir Nasri,25,175.26,74.25,Javi Garcia,25,185.42,79.2,Yaya Toure,29,187.96,89.10000000000001,David Silva,26,170.18,66.60000000000001,Carlos Tevez,28,172.72,70.65,Sergio Aguero,24,172.72,73.35000000000001
England Premier League,"2012/2013",17,Norwich City,Wigan Athletic,2,1,home win,2.1,3.4,3.25,2.1,3.4,3.5,47.62,29.41,29.63,no prediction,no prediction,45,51,Balanced,Balanced,38,37,55,56,Mixed,Mixed,Organised,Organised,46,52,Normal,Normal,54,59,Normal,Normal,47,40,Normal,Normal,Organised,Organised,38,62,Medium,Medium,39,48,Press,Press,51,44,Normal,Normal,Cover,Cover,Mark Bunn,28,182.88,77.4,Steven Whittaker,28,185.42,86.4,Michael Turner,29,193.04,89.10000000000001,Sebastien Bassong,26,187.96,72.45,Javier Garrido,27,177.8,75.60000000000001,Robert Snodgrass,25,182.88,76.5,Alexander Tettey,26,180.34,67.5,Bradley Johnson,25,177.8,67.5,Anthony Pilkington,24,180.34,80.55,Wesley Hoolahan,30,167.64,70.65,Grant Holt,31,182.88,78.3,Ali Al-Habsi,31,193.04,78.3,Emmerson Boyce,33,182.88,70.65,Piscu,25,182.88,86.4,Maynor Figueroa,29,180.34,84.15,Ronnie Stam,28,177.8,69.3,James McArthur,25,177.8,63.45,James McCarthy,22,180.34,71.55,Jean Beausejour,28,177.8,82.35000000000001,Arouna Kone,29,182.88,80.55,Jordi Gomez,27,177.8,73.35000000000001,Mauro Boselli,27,185.42,74.25
England Premier League,"2012/2013",17,Queens Park Rangers,Fulham,2,1,home win,2.45,3.4,2.8,2.5,3.3,2.88,40.4,29.85,35.21,no prediction,no prediction,30,52,Slow,Balanced,39,34,61,48,Mixed,Mixed,Organised,Organised,53,39,Normal,Normal,53,54,Normal,Normal,60,59,Normal,Normal,Organised,Organised,50,29,Medium,Deep,44,30,Press,Contain,54,39,Normal,Normal,Cover,Cover,Robert Green,32,190.5,92.25,Armand Traore,23,182.88,81.45,Clint Hill,34,182.88,72.45,Ryan Nelsen,35,182.88,89.10000000000001,Nedum Onuoha,26,187.96,77.4,Alejandro Faurlin,26,185.42,78.3,Stephane M'Bia,26,187.96,81.45,Shaun Wright-Phillips,31,165.1,63.45,Adel Taarabt,23,180.34,77.4,Djibril Cisse,31,182.88,84.15,Jamie Mackie,27,172.72,70.65,Mark Schwarzer,40,193.04,94.05,Sascha Riether,29,175.26,69.3,Brede Hangeland,31,195.58,91.35000000000001,Aaron Hughes,33,182.88,69.3,John Arne Riise,32,187.96,81.45,Damien Duff,33,177.8,74.25,Steve Sidwell,30,177.8,79.2,Chris Baird,30,180.34,73.35000000000001,Kieran Richardson,28,175.26,68.4,Dimitar Berbatov,31,187.96,74.25,Hugo Rodallega,27,180.34,71.55
England Premier League,"2012/2013",17,Reading,Arsenal,2,5,away win,4.6,3.8,1.67,5,4,1.62,20.83,25.64,60.79,away,away,44,59,Balanced,Balanced,36,51,64,30,Mixed,Short,Organised,Organised,62,28,Normal,Safe,65,44,Normal,Normal,42,46,Normal,Normal,Organised,Free Form,51,51,Medium,Medium,47,44,Press,Press,52,52,Normal,Normal,Cover,Cover,Adam Federici,27,187.96,89.10000000000001,Shaun Cummings,23,182.88,75.60000000000001,Adrian Mariappa,26,177.8,80.55,Kaspars Gorkss,31,190.5,84.15,Nicky Shorey,31,175.26,66.60000000000001,Jimmy Kebe,28,187.96,77.4,Mikele Leigertwood,30,187.96,77.4,Jay Tabb,28,170.18,63.45,Jobi McAnuff,31,177.8,72.45,Noel Hunt,30,172.72,73.35000000000001,Pavel Pogrebnyak,29,187.96,90.45,Wojciech Szczesny,22,195.58,83.25,Bacary Sagna,29,175.26,71.55,Per Mertesacker,28,198.12,89.10000000000001,Thomas Vermaelen,27,182.88,79.2,Kieran Gibbs,23,177.8,69.3,Mikel Arteta,30,175.26,63.45,Jack Wilshere,20,172.72,67.5,Santi Cazorla,28,167.64,65.7,Alex Oxlade-Chamberlain,19,175.26,69.3,Theo Walcott,23,175.26,67.5,Lukas Podolski,27,182.88,82.35000000000001
England Premier League,"2012/2013",17,Stoke City,Everton,1,1,draw,2.9,3.2,2.38,3,3.2,2.4,33.9,31.25,41.84,no prediction,no prediction,48,43,Balanced,Balanced,41,45,49,40,Mixed,Mixed,Organised,Organised,51,39,Normal,Normal,59,33,Normal,Little,49,63,Normal,Normal,Organised,Organised,44,52,Medium,Medium,37,58,Press,Press,51,59,Normal,Normal,Cover,Cover,Asmir Begovic,25,200.66,82.35000000000001,Andy Wilkinson,28,180.34,68.4,Robert Huth,28,190.5,87.3,Ryan Shawcross,25,190.5,75.60000000000001,Geoff Cameron,27,190.5,83.25,Glenn Whelan,28,180.34,79.2,Charlie Adam,27,185.42,81.45,Steven Nzonzi,24,190.5,74.25,Jonathan Walters,29,182.88,78.3,Kenwyne Jones,28,187.96,84.15,Matthew Etherington,31,177.8,63.45,Tim Howard,33,190.5,87.3,Seamus Coleman,24,177.8,76.5,Phil Jagielka,30,182.88,82.35000000000001,Sylvain Distin,35,193.04,87.3,Leighton Baines,28,170.18,69.3,Steven Naismith,26,177.8,71.55,Darron Gibson,25,180.34,79.2,Leon Osman,31,172.72,63.45,Steven Pienaar,30,170.18,65.7,Marouane Fellaini,25,193.04,84.15,Nikica Jelavic,27,187.96,83.25
England Premier League,"2012/2013",17,Tottenham Hotspur,Swansea City,1,0,home win,1.62,3.8,5,1.57,4,5.8,62.7,25.64,18.52,home,home,47,45,Balanced,Balanced,46,44,40,42,Mixed,Mixed,Organised,Organised,41,34,Normal,Normal,41,36,Normal,Normal,63,55,Normal,Normal,Organised,Free Form,63,31,Medium,Deep,54,47,Press,Press,56,42,Normal,Normal,Cover,Cover,Hugo Lloris,26,187.96,77.4,Kyle Walker,22,177.8,69.3,William Gallas,35,182.88,82.35000000000001,Jan Vertonghen,25,187.96,85.5,Kyle Naughton,24,180.34,72.45,Aaron Lennon,25,165.1,62.550000000000004,Sandro,23,187.96,74.25,Moussa Dembele,25,185.42,81.45,Clint Dempsey,29,185.42,83.25,Jermain Defoe,30,170.18,69.3,Emmanuel Adebayor,28,190.5,81.45,Gerhard Tremmel,34,190.5,85.5,Dwight Tiendalli,27,175.26,72.45,Ashley Williams,28,182.88,90.45,Chico,25,187.96,74.25,Ben Davies,19,180.34,70.65,Leon Britton,30,167.64,64.35000000000001,Sung-Yueng Ki,23,185.42,74.25,Nathan Dyer,25,167.64,61.65,Jonathan De Guzman,25,172.72,69.3,Wayne Routledge,27,170.18,76.5,Michu,26,185.42,79.2
